# 泰深输入法专业词库 — 历史名人
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一真	yizhen
古多尔	guduoer
古宇	guyu
古灵益	gulingyi
古畑任三郎	gutianrensanlang
古谷实	gugushi
古谷彻	guguche
句章	juzhang
可韵	keyun
史东山	shidongshan
史克	shike
史冬鹏	shidongpeng
史善长	shishanzhang
史圣	shisheng
史培	shipei
史大成	shidacheng
史小诺	shixiaonuo
史康	shikang
史弼	shibi
史文	shiwen
史明	shiming
史淑华	shishuhua
史琳杰	shilinjie
史良	shiliang
史谨	shijin
史贻直	shiyizhi
史量才	shiliangcai
史鉴	shijian
史震林	shizhenlin
史鹏	shipeng
右扶风	youfufeng
叶一茜	yeyiqian
叶为铭	yeweiming
叶丽美	yelimei
叶伯英	yeboying
叶其蓁	yeqizhen
叶初春	yechuchun
叶卡捷琳娜二世	yekajielinnaershi
叶启勋	yeqixun
叶启彬	yeqibin
叶国华	yeguohua
叶天赐	yetianci
叶子铭	yeziming
叶容	yerong
叶廖缅科	yeliaomianke
叶志成	yezhicheng
叶恒	yeheng
叶文心	yewenxin
叶时	yeshi
叶昌炽	yechangchi
叶春及	yechunji
叶暗	yean
叶月	yeyue
叶树林	yeshulin
叶桂	yegui
叶梦龙	yemenglong
叶永	yeyong
叶洮	yetao
叶满林	yemanlin
叶焕	yehuan
叶焕荣	yehuanrong
叶燮	yexie
叶王	yewang
叶璇	yexuan
叶童	yetong
叶绍袁	yeshaoyuan
叶美香	yemeixiang
叶自成	yezicheng
叶舟	yezhou
叶蓓	yebei
叶衍兰	yeyanlan
叶襄	yexiang
叶迎春	yeyingchun
叶适	yeshi
叶道芬	yedaofen
叶钧	yejun
叶铿	yekeng
叶长春	yechangchun
叶长盛	yezhangsheng
叶青	yeqing
叶飞	yefei
叶鼎	yeding
司事	sishi
司徒眉生	situmeisheng
司徒非	situfei
司空图	sikongtu
司过	siguo
司马丕	simapi
司马奕	simayi
司马岳	simayue
司马德宗	simadezong
司马德文	simadewen
司马攸	simayou
司马昱	simayu
司马朗	simalang
司马睿	simarui
司马绍	simashao
司马聃	simadan
司马衷	simazhong
合浦郡	hepujun
吉原	jiyuan
吉吉亚	jijiya
吉太	jitai
吉奥夫	jiaofu
吉梦熊	jimengxiong
吉永小百合	jiyongxiaobaihe
吉泽明步	jizemingbu
吉濑美智子	jilaimeizhizi
吉田拓郎	jitiantuolang
吉田洁	jitianjie
吉田秋生	jitianqiusheng
吉田美香	jitianmeixiang
吉祥天女	jixiangtiannv
吉高由里子	jigaoyoulizi
吉黄	jihuang
名取裕子	mingquyuzi
后槽	houcao
后水尾天皇	houshuiweitianhuang
后藤真希	houtengzhenxi
后藤麻衣	houtengmayi
后阳成天皇	houyangchengtianhuang
吐尔逊	tuerxun
向举	xiangju
向井亚纪	xiangjingyaji
向井理	xiangjingli
向县	xiangxian
向守志	xiangshouzhi
向宠	xiangchong
向文波	xiangwenbo
向朗	xianglang
向秀	xiangxiu
向阳红	xiangyanghong
向鼎	xiangding
吕世杰	lvshijie
吕伯奢	lvboshe
吕佛庭	lvfuting
吕元	lvyuan
吕光	lvguang
吕公	lvgong
吕兴林	lvxinglin
吕凯	lvkai
吕厚山	lvhoushan
吕及	lvji
吕后	lvhou
吕坚	lvjian
吕坤	lvkun
吕学	lvxue
吕宁思	lvningsi
吕宫	lvgong
吕宾	lvbin
吕小白	lvxiaobai
吕尚	lvshang
吕尚春	lvshangchun
吕山	lvshan
吕岱	lvdai
吕常	lvchang
吕建	lvjian
吕得	lvde
吕怀	lvhuai
吕惠生	lvhuisheng
吕据	lvju
吕旃蒙	lvzhanmeng
吕晓明	lvxiaoming
吕本	lvben
吕浩	lvhao
吕海寰	lvhaihuan
吕淑华	lvshuhua
吕渊	lvyuan
吕熊	lvxiong
吕燕	lvyan
吕献	lvxian
吕王	lvwang
吕璜	lvhuang
吕端	lvduan
吕纪	lvji
吕继周	lvjizhou
吕翔	lvxiang
吕范	lvfan
吕荣	lvrong
吕虔	lvqian
吕贤基	lvxianji
吕赤	lvchi
吕钦	lvqin
吕锦文	lvjinwen
吕陶	lvtao
吕隆	lvlong
吕雉	lvzhi
吕震	lvzhen
吕静	lvjing
含章	hanzhang
启介	qijie
启普	qipu
吴一舟	wuyizhou
吴一鹏	wuyipeng
吴世泰	wushitai
吴东峰	wudongfeng
吴之振	wuzhizhen
吴之璠	wuzhifan
吴之英	wuzhiying
吴书	wushu
吴京	wujing
吴仁杰	wurenjie
吴令	wuling
吴仲禧	wuzhongxi
吴任臣	wurenchen
吴优	wuyou
吴伟	wuwei
吴伯箫	wuboxiao
吴佩慈	wupeici
吴佳龙	wujialong
吴俊卿	wujunqing
吴修	wuxiu
吴元龙	wuyuanlong
吴兆棠	wuzhaotang
吴先声	wuxiansheng
吴光浩	wuguanghao
吴克仁	wukeren
吴克华	wukehua
吴兑	wudui
吴兰	wulan
吴兴祚	wuxingzuo
吴其浚	wuqijun
吴军	wujun
吴剑平	wujianping
吴匡	wukuang
吴升	wusheng
吴南	wunan
吴历	wuli
吴可读	wukedu
吴向东	wuxiangdong
吴向飞	wuxiangfei
吴嗣爵	wusijue
吴嘉善	wujiashan
吴国发	wuguofa
吴均	wujun
吴坤修	wukunxiu
吴士杰	wushijie
吴复	wufu
吴复古	wufugu
吴大帝孙权	wudadisunquan
吴大琨	wudakun
吴天明	wutianming
吴奕	wuyi
吴妍秀	wuyanxiu
吴娈	wuluan
吴子孝	wuzixiao
吴子牛	wuziniu
吴子良	wuziliang
吴安	wuan
吴宓	wumi
吴宗濂	wuzonglian
吴宗麟	wuzonglin
吴宝书	wubaoshu
吴宝秀	wubaoxiu
吴宣	wuxuan
吴尔芙	wuerfu
吴山	wushan
吴岱	wudai
吴岱豪	wudaihao
吴嵩梁	wusongliang
吴广	wuguang
吴庆云	wuqingyun
吴应箕	wuyingji
吴廷华	wutinghua
吴廷栋	wutingdong
吴廷燮	wutingxie
吴廷琛	wutingchen
吴建飞	wujianfei
吴弘道	wuhongdao
吴强	wuqiang
吴德福	wudefu
吴志伟	wuzhiwei
吴志忠	wuzhizhong
吴志淳	wuzhichun
吴忠	wuzhong
吴忠信	wuzhongxin
吴思	wusi
吴思敏	wusimin
吴恺	wukai
吴懿	wuyi
吴成基	wuchengji
吴房	wufang
吴承仕	wuchengshi
吴振棫	wuzhenyu
吴振民	wuzhenmin
吴敏树	wuminshu
吴敦	wudun
吴文炳	wuwenbing
吴新宇	wuxinyu
吴旦	wudan
吴昕	wuxin
吴晋	wujin
吴景	wujing
吴景帝	wujingdi
吴智豪	wuzhihao
吴暻	wujing
吴有性	wuyouxing
吴末帝	wumodi
吴本忠	wubenzhong
吴极	wuji
吴标	wubiao
吴格	wuge
吴桂森	wuguisen
吴梅	wumei
吴棠	wutang
吴榕	wurong
吴樾	wuyue
吴汤兴	wutangxing
吴沙	wusha
吴泰	wutai
吴浚	wujun
吴浩康	wuhaokang
吴涵	wuhan
吴淑英	wushuying
吴淞笙	wusongsheng
吴淦	wugan
吴清玉	wuqingyu
吴渭	wuwei
吴激	wuji
吴火狮	wuhuoshi
吴炎	wuyan
吴烈	wulie
吴煦	wuxu
吴照	wuzhao
吴熙	wuxi
吴熙载	wuxizai
吴献	wuxian
吴玉林	wuyulin
吴王	wuwang
吴玠	wujie
吴班	wuban
吴琠	wutian
吴琼	wuqiong
吴瑕	wuxia
吴瑞林	wuruilin
吴璘	wulin
吴省钦	wushengqin
吴睿	wurui
吴石	wushi
吴硕	wushuo
吴祥麟	wuxianglin
吴纯	wuchun
吴纲	wugang
吴经熊	wujingxiong
吴绮	wuqi
吴群	wuqun
吴翌凤	wuyifeng
吴自新	wuzixin
吴节	wujie
吴芳吉	wufangji
吴芹	wuqin
吴茵	wuyin
吴荣光	wurongguang
吴荣生	wurongsheng
吴菊花	wujuhua
吴蓓	wubei
吴藻	wuzao
吴虞	wuyu
吴襄	wuxiang
吴观岱	wuguandai
吴讷	wune
吴说	wushuo
吴质	wuzhi
吴运铎	wuyunduo
吴道镕	wudaorong
吴郁生	wuyusheng
吴金寿	wujinshou
吴金梅	wujinmei
吴钊	wuzhao
吴钦烈	wuqinlie
吴钧	wujun
吴铨	wuquan
吴锡麟	wuxilin
吴锦城	wujincheng
吴镇	wuzhen
吴镜汀	wujingting
吴阿仑	wualun
吴隐	wuyin
吴雪	wuxue
吴雯	wuwen
吴雷	wulei
吴霖	wulin
吴韦	wuwei
吴颂今	wusongjin
吴鹏	wupeng
吴鹰	wuying
吴麟	wulin
吴麟征	wulinzheng
吴鼎	wuding
吴鼎元	wudingyuan
吹石一惠	chuishiyihui
吾彦	wuyan
吾粲	wucan
吾酷	wuku
周世德	zhoushide
周世金	zhoushijin
周义成	zhouyicheng
周之桢	zhouzhizhen
周之礼	zhouzhili
周之祯	zhouzhizhen
周乐清	zhouyueqing
周京	zhoujing
周亮工	zhoulianggong
周仓	zhoucang
周仕	zhoushi
周伟童	zhouweitong
周伦	zhoulun
周伯琦	zhouboqi
周佐	zhouzuo
周体仁	zhoutiren
周佩	zhoupei
周信	zhouxin
周健君	zhoujianjun
周元	zhouyuan
周克成	zhoukecheng
周公	zhougong
周兴岱	zhouxingdai
周兵	zhoubing
周其凤	zhouqifeng
周冕	zhoumian
周准	zhouzhun
周匡王	zhoukuangwang
周升	zhousheng
周召	zhouzhao
周号	zhouhao
周启邦	zhouqibang
周哲	zhouzhe
周善	zhoushan
周士彬	zhoushibin
周士第	zhoushidi
周士锦	zhoushijin
周复	zhoufu
周天球	zhoutianqiu
周太玄	zhoutaixuan
周太祖	zhoutaizu
周奇奇	zhouqiqi
周如璧	zhourubi
周如砥	zhourudi
周威烈王	zhouweiliewang
周子安	zhouzian
周子扬	zhouziyang
周孝王	zhouxiaowang
周宁	zhouning
周守忠	zhoushouzhong
周定王	zhoudingwang
周宝英	zhoubaoying
周实	zhoushi
周寿祺	zhoushouqi
周尚	zhoushang
周尚文	zhoushangwen
周履靖	zhoulvjing
周岱	zhoudai
周崇林	zhouchonglin
周巽	zhouxun
周干	zhougan
周平	zhouping
周庄王	zhouzhuangwang
周庆云	zhouqingyun
周应合	zhouyinghe
周建烈	zhoujianlie
周开成	zhoukaicheng
周强	zhouqiang
周彦宏	zhouyanhong
周彩	zhoucai
周循	zhouxun
周德刚	zhoudegang
周必大	zhoubida
周志兴	zhouzhixing
周志群	zhouzhiqun
周志高	zhouzhigao
周恕	zhoushu
周恭	zhougong
周惠王	zhouhuiwang
周愈	zhouyu
周懋琦	zhoumaoqi
周才鸿	zhoucaihong
周扬	zhouyang
周承德	zhouchengde
周拔	zhouba
周文彬	zhouwenbin
周旨	zhouzhi
周昆	zhoukun
周昕	zhouxin
周星诒	zhouxingyi
周权	zhouquan
周杰	zhoujie
周桂	zhougui
周棠	zhoutang
周楫	zhouji
周武王姬发	zhouwuwangjifa
周殿元	zhoudianyuan
周永泰	zhouyongtai
周泰	zhoutai
周洲	zhouzhou
周浩	zhouhao
周涛	zhoutao
周淑禧	zhoushuxi
周淦	zhougan
周清原	zhouqingyuan
周渔	zhouyu
周炳文	zhoubingwen
周煌	zhouhuang
周煦	zhouxu
周玉衡	zhouyuheng
周瑛琦	zhouyingqi
周瑞生	zhouruisheng
周璋	zhouzhang
周盛传	zhoushengchuan
周真	zhouzhen
周矩	zhouju
周祖晃	zhouzuhuang
周祯	zhouzhen
周科进	zhoukejin
周稚舜	zhouzhishun
周笠	zhouli
周简王	zhoujianwang
周绍龙	zhoushaolong
周群	zhouqun
周胜考	zhoushengkao
周胤	zhouyin
周臣	zhouchen
周舫	zhoufang
周茂兰	zhoumaolan
周荃	zhouquan
周莲	zhoulian
周莹	zhouying
周蕙	zhouhui
周西成	zhouxicheng
周诗	zhoushi
周达武	zhoudawu
周迅	zhouxun
周述	zhoushu
周钟	zhouzhong
周钟岳	zhouzhongyue
周铁衡	zhoutieheng
周铎	zhouduo
周锡年	zhouxinian
周锷	zhoue
周镐	zhougao
周镜	zhoujing
周长发	zhouchangfa
周防	zhoufang
周雷	zhoulei
周颢	zhouhao
周驰	zhouchi
周高起	zhougaoqi
周魁	zhoukui
周鲲	zhoukun
周鸿彬	zhouhongbin
周鸿祎	zhouhongyi
周鸿陵	zhouhongling
味县	weixian
呼揭	hujie
和久井映见	hejiujingyingjian
和宫	hegong
和帝	hedi
和泉	hequan
和田现子	hetianxianzi
咸淳	xianchun
咸清	xianqing
哀宗	aizong
哀牢	ailao
哈吉甫	hajifu
哈孜艾买提	haziaimaiti
哈定	hading
哈密王	hamiwang
哈斯木	hasimu
哲别	zhebie
唐世美	tangshimei
唐元结	tangyuanjie
唐光	tangguang
唐冬梅	tangdongmei
唐周	tangzhou
唐和春	tanghechun
唐国章	tangguozhang
唐培华	tangpeihua
唐复	tangfu
唐大年	tangdanian
唐大柏	tangdabai
唐大烈	tangdalie
唐天驷	tangtiansi
唐太宗李世民	tangtaizonglishimin
唐孝威	tangxiaowei
唐季礼	tangjili
唐宁	tangning
唐宇昭	tangyuzhao
唐守治	tangshouzhi
唐富春	tangfuchun
唐峥	tangzheng
唐广	tangguang
唐彬	tangbin
唐执玉	tangzhiyu
唐敬宗	tangjingzong
唐文凤	tangwenfeng
唐文治	tangwenzhi
唐昌	tangchang
唐春晖	tangchunhui
唐昭宣帝	tangzhaoxuandi
唐晖	tanghui
唐景崧	tangjingsong
唐杰忠	tangjiezhong
唐林	tanglin
唐枢	tangshu
唐树义	tangshuyi
唐桂芳	tangguifang
唐毅	tangyi
唐泽雪穗	tangzexuesui
唐洁	tangjie
唐清建	tangqingjian
唐炯	tangjiong
唐熙	tangxi
唐瑞	tangrui
唐皋	tanggao
唐磊	tanglei
唐笑	tangxiao
唐纵	tangzong
唐肃	tangsu
唐芬	tangfen
唐芸洲	tangyunzhou
唐莉	tangli
唐重	tangzhong
唐隆	tanglong
唐顺宗李诵	tangshunzonglisong
唐高祖李渊	tanggaozuliyuan
商思源	shangsiyuan
商挺	shangting
商盘	shangpan
商纣王	shangzhouwang
商衍鎏	shangyanliu
商辂	shanglu
喀什噶里	kashigali
善住	shanzhu
喻培伦	yupeilun
喻昌	yuchang
喻红	yuhong
嘉数由美	jiashuyoumei
嘎立立	galili
四元奈生美	siyuannaishengmei
图伯特	tubote
图哈切夫斯基	tuhaqiefusiji
图帖睦尔	tutiemuer
图拉真	tulazhen
图特摩斯	tutemosi
图特摩斯三世	tutemosisanshi
圆瑛	yuanying
圜土	huantu
土佐	tuzuo
土安	tuan
土屋安娜	tuwuanna
土肥原贤二	tufeiyuanxianer
土鼓	tugu
圣奥古斯丁	shengaogusiding
圣通	shengtong
地节	dijie
坂本冬美	banbendongmei
坂本昌行	banbenchangxing
坂本真	banbenzhen
坂本真绫	banbenzhenling
坂本龙一	banbenlongyi
坂田银时	bantianyinshi
坚昆	jiankun
坤儿	kuner
埃尔克耶尔	aierkeyeer
埃布登	aibudeng
埃德蒙德	aidemengde
埃斯科巴	aisikeba
城旦舂	chengdanchong
城田优	chengtianyou
基冈	jigang
堀北真希	kubeizhenxi
堀川亮	kuchuanliang
堤幸彦	dixingyan
堤真一	dizhenyi
堺利彦	jieliyan
堺雅人	jieyaren
塔信	taxin
塔尔德利	taerdeli
塔西佗	taxituo
塞尔赫	saierhe
塞弗	saifu
墨翟	modi
墨菲	mofei
士燮	shixie
壮武	zhuangwu
备中	beizhong
夏业良	xiayeliang
夏书绅	xiashushen
夏于乔	xiayuqiao
夏伯和	xiabohe
夏侯杰	xiahoujie
夏同	xiatong
夏同善	xiatongshan
夏国章	xiaguozhang
夏宏	xiahong
夏寿田	xiashoutian
夏尚朴	xiashangpu
夏川	xiachuan
夏川里美	xiachuanlimei
夏帆	xiafan
夏恽	xiayun
夏敬渠	xiajingqu
夏明翰	xiaminghan
夏曾佑	xiacengyou
夏木真理	xiamuzhenli
夏木麻里	xiamumali
夏树	xiashu
夏树芳	xiashufang
夏桀	xiajie
夏梦	xiameng
夏榕	xiarong
夏汝弼	xiarubi
夏炯	xiajiong
夏烧雅	xiashaoya
夏目	xiamu
夏目雅子	xiamuyazi
夏荷生	xiahesheng
夏銮	xialuan
夏阳	xiayang
夏雨	xiayu
夏青	xiaqing
夏颖	xiaying
夕鹤	xihe
外丙	waibing
外黄	waihuang
多部未华子	duobuweihuazi
多铎	duoduo
大乔	daqiao
大仓忠义	dacangzhongyi
大内义隆	daneiyilong
大原沙耶香	dayuanshayexiang
大友克洋	dayoukeyang
大和抚子	dahefuzi
大地真央	dadizhenyang
大岛优子	dadaoyouzi
大岛由加利	dadaoyoujiali
大政绚	dazhengxuan
大暮维人	damuweiren
大杉涟	dashanlian
大松博文	dasongbowen
大桥卓弥	daqiaozhuomi
大森南朋	dasennanpeng
大欣	daxin
大汕	dashan
大江千里	dajiangqianli
大泉洋	daquanyang
大涵	dahan
大竹英雄	dazhuyingxiong
大策	dace
大良造	daliangzao
大行令	daxingling
大谷太郎	dagutailang
大贯妙子	daguanmiaozi
大野智	dayezhi
大须	daxu
大鸟圭介	daniaoguijie
大鸿胪	dahonglu
天海佑希	tianhaiyouxi
天玺	tianxi
天祐	tianyou
天纪	tianji
天野喜孝	tianyexixiao
天野浩成	tianyehaocheng
太丁	taiding
太原郡	taiyuanjun
太史院	taishiyuan
太戊	taiwu
太熙	taixi
太田光	taitianguang
太田裕美	taitianyumei
太田道灌	taitiandaoguan
太田雄贵	taitianxionggui
太祖努尔哈赤	taizunuerhachi
央金	yangjin
头曼	touman
夷道	yidao
夸美纽斯	kuameiniusi
奇拉维特	qilaweite
奈保尔	naibaoer
奈杰尔	naijieer
奈瓦尔	naiwaer
奈绪	naixu
奉先	fengxian
奉常	fengchang
奉礼郎	fenglilang
奉高	fenggao
奏曹掾	zoucaoyuan
奔霄	benxiao
奕山	yishan
奕詝	yizhu
奚仲	xizhong
奚冈	xigang
奚疑	xiyi
奢香	shexiang
奥井雅美	aojingyamei
奥克塔维奥	aoketaweiao
奥利维拉	aoliweila
奥沙利文	aoshaliwen
奥维兰	aoweilan
奥西	aoxi
奥金莱克	aojinlaike
女帝	nvdi
如妃	rufei
如德	rude
妇好	fuhao
妙才	miaocai
妙真	miaozhen
妫满	guiman
妲已	dayi
妹喜	meixi
妻夫木聪	qifumucong
始安	shian
姑臧	guzang
姚一苇	yaoyiwei
姚中英	yaozhongying
姚仁安	yaorenan
姚仁寿	yaorenshou
姚仔	yaozai
姚以价	yaoyijia
姚兴	yaoxing
姚北辰	yaobeichen
姚华	yaohua
姚名达	yaomingda
姚国辉	yaoguohui
姚堂	yaotang
姚夏	yaoxia
姚岚	yaolan
姚崇	yaochong
姚希孟	yaoximeng
姚弘	yaohong
姚怀祥	yaohuaixiang
姚文俊	yaowenjun
姚文瀚	yaowenhan
姚明恭	yaominggong
姚晨	yaochen
姚柬之	yaojianzhi
姚椿	yaochun
姚水娟	yaoshuijuan
姚永朴	yaoyongpu
姚永概	yaoyonggai
姚泓	yaohong
姚洋	yaoyang
姚洪业	yaohongye
姚涛	yaotao
姚淑	yaoshu
姚澜	yaolan
姚燧	yaosui
姚燮	yaoxie
姚珩	yaohang
姚琛	yaochen
姚琮	yaocong
姚礼修	yaolixiu
姚祥	yaoxiang
姚福	yaofu
姚绶	yaoshou
姚能	yaoneng
姚芸竹	yaoyunzhu
姚苌	yaochang
姚范	yaofan
姚觐元	yaojinyuan
姚谦	yaoqian
姚集鲁	yaojilu
姚鼐	yaonai
姜丰	jiangfeng
姜丹书	jiangdanshu
姜勋	jiangxun
姜培琳	jiangpeilin
姜夔	jiangkui
姜宝	jiangbao
姜宸英	jiangchenying
姜寒	jianghan
姜广平	jiangguangping
姜建铭	jiangjianming
姜彤	jiangtong
姜惠贞	jianghuizhen
姜昆	jiangkun
姜昊	jianghao
姜易	jiangyi
姜晖	jianghui
姜桂	jianggui
姜楠	jiangnan
姜武	jiangwu
姜汉忠	jianghanzhong
姜洪	jianghong
姜浩波	jianghaobo
姜筠	jiangyun
姜绍祖	jiangshaozu
姜维	jiangwei
姜薇	jiangwei
姜贞	jiangzhen
姜贵	jianggui
姬云	jiyun
姬元	jiyuan
姬光	jiguang
姬兰	jilan
姬友	jiyou
姬发	jifa
姬周	jizhou
姬哙	jikuai
姬喜	jixi
姬奭	jishi
姬完	jiwan
姬封	jifeng
姬平	jiping
姬度	jidu
姬康	jikang
姬延	jiyan
姬开	jikai
姬强	jiqiang
姬旦	jidan
姬昌	jichang
姬晋	jijin
姬林	jilin
姬满	jiman
姬玉	jiyu
姬班	jiban
姬申	jishen
姬秋	jiqiu
姬苏	jisu
姬蒯聩	jikuaikui
姬虞	jiyu
姬诡诸	jiguizhu
姬诵	jisong
姬起	jiqi
姬路	jilu
姬辄	jizhe
姬野	jiye
姬钊	jizhao
姬静	jijing
威公	weigong
威娜	weina
威帝	weidi
威廉一世	weilianyishi
威廉托马斯	weiliantuomasi
威阿	weia
娄义华	louyihua
娄健	loujian
娄雷	loulei
婉仪	wanyi
嬴子楚	yingzichu
嬴柱	yingzhu
嬴稷	yingji
子丹	zidan
子义	ziyi
子云	ziyun
子伯	zibo
子元	ziyuan
子奇	ziqi
子尤	ziyou
子建	zijian
子张	zizhang
子文	ziwen
子桓	zihuan
子高	zigao
子鱼	ziyu
孔令晖	konglinghui
孔传鋕	kongchuanzhi
孔伯华	kongbohua
孔侑	kongyou
孔元措	kongyuancuo
孔媛媛	kongyuanyuan
孔宙	kongzhou
孔宪培	kongxianpei
孔广林	kongguanglin
孔广陶	kongguangtao
孔庚	konggeng
孔昱	kongyu
孔杰	kongjie
孔毓圻	kongyuqi
孔比	kongbi
孔琳琳	konglinlin
孔璋	kongzhang
孔甲	kongjia
孔硕	kongshuo
孔祥明	kongxiangming
孔祥熙	kongxiangxi
孔祥瑞	kongxiangrui
孔秀	kongxiu
孔继涑	kongjisu
孔齐	kongqi
孙东山	sundongshan
孙中新	sunzhongxin
孙乾	sunqian
孙亮	sunliang
孙亿	sunyi
孙仁	sunren
孙仲	sunzhong
孙休	sunxiu
孙作	sunzuo
孙俪	sunli
孙倩	sunqian
孙光大	sunguangda
孙光祀	sunguangsi
孙光裕	sunguangyu
孙兴	sunxing
孙刚	sungang
孙勇征	sunyongzheng
孙匡	sunkuang
孙和	sunhe
孙国柱	sunguozhu
孙坤	sunkun
孙堂	suntang
孙士毅	sunshiyi
孙奇逢	sunqifeng
孙奕	sunyi
孙威	sunwei
孙宁	sunning
孙宝珊	sunbaoshan
孙家鼐	sunjianai
孙小茹	sunxiaoru
孙少先	sunshaoxian
孙尔准	sunerzhun
孙山	sunshan
孙岩	sunyan
孙岳颁	sunyueban
孙峻	sunjun
孙干	sungan
孙庚	sungeng
孙延	sunyan
孙开华	sunkaihua
孙异	sunyi
孙德	sunde
孙志伟	sunzhiwei
孙志宏	sunzhihong
孙忠同	sunzhongtong
孙恩	sunen
孙恭	sungong
孙懋	sunmao
孙据	sunju
孙文涛	sunwentao
孙明东	sunmingdong
孙智正	sunzhizheng
孙朗	sunlang
孙林	sunlin
孙树成	sunshucheng
孙桐萱	suntongxuan
孙桓	sunhuan
孙桢	sunzhen
孙梁	sunliang
孙梅	sunmei
孙楠	sunnan
孙楷	sunkai
孙歆	sunxin
孙殿起	sundianqi
孙毓汶	sunyuwen
孙永清	sunyongqing
孙沄	sunyun
孙河	sunhe
孙洁	sunjie
孙浪	sunlang
孙海英	sunhaiying
孙淦	sungan
孙滨	sunbin
孙灏	sunhao
孙炎	sunyan
孙玉庭	sunyuting
孙玥	sunyue
孙玺	sunxi
孙珑	sunlong
孙琮	suncong
孙瑜	sunyu
孙甘露	sunganlu
孙登	sundeng
孙皎	sunjiao
孙睿	sunrui
孙礼	sunli
孙秀	sunxiu
孙秉枢	sunbingshu
孙立群	sunliqun
孙端	sunduan
孙綝	sunchen
孙纯	sunchun
孙绪	sunxu
孙翊	sunyi
孙艾	sunai
孙蕙	sunhui
孙衣言	sunyiyan
孙观	sunguan
孙谦	sunqian
孙资	sunzi
孙超曾	sunchaoceng
孙逊	sunxun
孙逸	sunyi
孙道明	sundaoming
孙道静	sundaojing
孙里	sunli
孙铨	sunquan
孙铸	sunzhu
孙锵鸣	sunqiangming
孙隆	sunlong
孙雄	sunxiong
孙雪泥	sunxueni
孙雯	sunwen
孙静	sunjing
孙韶	sunshao
孙飞	sunfei
孙高	sungao
孝庄帝	xiaozhuangdi
孝庄皇后	xiaozhuanghuanghou
孝建	xiaojian
孝昭帝	xiaozhaodi
孝武帝	xiaowudi
孟京涛	mengjingtao
孟优	mengyou
孟光	mengguang
孟坦	mengtan
孟复	mengfu
孟宗	mengzong
孟尧	mengyao
孟德	mengde
孟昭忠	mengzhaozhong
孟昶	mengchang
孟欣	mengxin
孟母	mengmu
孟湄	mengmei
孟爽	mengshuang
孟珍	mengzhen
孟立国	mengliguo
孟节	mengjie
孟获	menghuo
孟起	mengqi
孟超然	mengchaoran
孟达	mengda
季佐	jizuo
季宁	jining
季小军	jixiaojun
季振同	jizhentong
季振宜	jizhenyi
季本	jiben
季红	jihong
季芝昌	jizhichang
季麟	jilin
学蕴	xueyun
宁妃	ningfei
宁平	ningping
宁浩	ninghao
宁调元	ningdiaoyuan
宁随	ningsui
宇佐美	yuzuomei
宇喜多秀家	yuxiduoxiujia
宇垣缠	yuyuanchan
宇文成都	yuwenchengdu
宇文赟	yuwenyun
宇梶刚士	yuweigangshi
宇津井健	yujinjingjian
宇豪	yuhao
