# 泰深输入法专业词库 — biology
# 格式：词 拼音（每行一个，空格或制表符分隔）
# 来源：搜狗细胞词库（官方推荐分类），scel2txt 转换

踪迹信息	zongjixinxi
踪迹界线	zongjijiexian
蹄楔	tixie
蹄行性	tixingxing
蹄部真皮	tibuzhenpi
蹄酸	tisuan
蹼化	puhua
蹼指	puzhi
蹼状瘢痕	puzhuangbanhen
蹼状阴茎	puzhuangyinjing
蹼状颈	puzhuangjing
蹼足	puzu
蹼趾	puzhi
身体吸引力	shentixiyinli
身体学	shentixue
身体干燥	shentiganzao
身体的全部	shentidequanbu
身体自我	shentiziwo
躯体位置图	qutiweizhitu
躯体功能重建	qutigongnengchongjian
躯体变形障碍	qutibianxingzhangai
躯体学	qutixue
躯体康复	qutikangfu
躯体解剖学	qutijiepouxue
躯型发生	quxingfasheng
躯干椎	quganzhui
车前二糖	cheqianertang
转主寄主	zhuanzhujizhu
转主寄生	zhuanzhujisheng
转主寄生现象	zhuanzhujishengxianxiang
转乙酰	zhuanyixian
转乙酰作用	zhuanyixianzuoyong
转乙酰基酶	zhuanyixianjimei
转乙酰酶	zhuanyixianmei
转二羟丙酮	zhuanerqiangbingtong
转二羟丙酮基酶	zhuanerqiangbingtongjimei
转亚氨甲基酶	zhuanyaanjiajimei
转位	zhuanwei
转位因子	zhuanweiyinzi
转位子	zhuanweizi
转位皮瓣	zhuanweipiban
转入基因	zhuanrujiyin
转决定	zhuanjueding
转分化	zhuanfenhua
转动摇床	zhuandongyaochuang
转化体	zhuanhuati
转化作用	zhuanhuazuoyong
转化克隆	zhuanhuakelong
转化因子	zhuanhuayinzi
转化因素	zhuanhuayinsu
转化基因	zhuanhuajiyin
转化序列	zhuanhuaxulie
转化灶	zhuanhuazao
转化生长因子	zhuanhuashengzhangyinzi
转化糖	zhuanhuatang
转化细胞	zhuanhuaxibao
转化酶	zhuanhuamei
转变因子原	zhuanbianyinziyuan
转基	zhuanji
转基因动物	zhuanjiyindongwu
转基因小鼠	zhuanjiyinxiaoshu
转基因植物	zhuanjiyinzhiwu
转子流速计	zhuanziliusuji
转导	zhuandao
转导体	zhuandaoti
转导作用	zhuandaozuoyong
转导噬菌体	zhuandaoshijunti
转导因子	zhuandaoyinzi
转导物	zhuandaowu
转导病毒	zhuandaobingdu
转导素	zhuandaosu
转导频率	zhuandaopinlv
转己糖酶	zhuanjitangmei
转座	zhuanzuo
转座元件	zhuanzuoyuanjian
转座免疫性	zhuanzuomianyixing
转座因子	zhuanzuoyinzi
转座子	zhuanzuozi
转座子标记	zhuanzuozibiaoji
转座子诱变	zhuanzuoziyoubian
转座密码	zhuanzuomima
转座现象中的一种酶	zhuanzuoxianxiangzhongdeyizhongmei
转座酶	zhuanzuomei
转座酶基因	zhuanzuomeijiyin
转录	zhuanlu
转录作图	zhuanluzuotu
转录作用	zhuanluzuoyong
转录单位	zhuanludanwei
转录后加工	zhuanluhoujiagong
转录后变化	zhuanluhoubianhua
转录后成熟	zhuanluhouchengshu
转录后调控	zhuanluhoutiaokong
转录因子	zhuanluyinzi
转录基因	zhuanlujiyin
转录子	zhuanluzi
转录控制	zhuanlukongzhi
转录本	zhuanluben
转录泡	zhuanlupao
转录滞后	zhuanluzhihou
转录激活因子	zhuanlujihuoyinzi
转录物	zhuanluwu
转录组	zhuanluzu
转录终止	zhuanluzhongzhi
转录终止区	zhuanluzhongzhiqu
转录终止因子	zhuanluzhongzhiyinzi
转录终止子	zhuanluzhongzhizi
转录起始	zhuanluqishi
转录起始位点	zhuanluqishiweidian
转录起始因子	zhuanluqishiyinzi
转录酶	zhuanlumei
转录错误	zhuanlucuowu
转戊糖酶	zhuanwutangmei
转换位置	zhuanhuanweizhi
转换寄生	zhuanhuanjisheng
转换部位	zhuanhuanbuwei
转换酶	zhuanhuanmei
转播中继	zhuanbozhongji
转果糖酶	zhuanguotangmei
转染	zhuanran
转染子	zhuanranzi
转染率	zhuanranlv
转氢酶	zhuanqingmei
转氨	zhuanan
转氨基作用	zhuananjizuoyong
转氨基酶	zhuananjimei
转氨甲酰酶	zhuananjiaxianmei
转流前滤器	zhuanliuqianlvqi
转环复制	zhuanhuanfuzhi
转环酶	zhuanhuanmei
转甲	zhuanjia
转甲基化	zhuanjiajihua
转甲基酶	zhuanjiajimei
转甲酰基酶	zhuanjiaxianjimei
转甲酰酶	zhuanjiaxianmei
转眯基酶	zhuanmijimei
转矩成形钳	zhuanjuchengxingqian
转矩托槽	zhuanjutuocao
转矩辅弓	zhuanjufugong
转硫酶	zhuanliumei
转硫醇	zhuanliuchun
转磷脂酰	zhuanlinzhixian
转磷酸	zhuanlinsuan
转磷酸作用	zhuanlinsuanzuoyong
转磷酸化	zhuanlinsuanhua
转磷酸胆碱酶	zhuanlinsuandanjianmei
转磷酸酶	zhuanlinsuanmei
转移作用	zhuanyizuoyong
转移印迹	zhuanyiyinji
转移基因组	zhuanyijiyinzu
转移复制	zhuanyifuzhi
转移子	zhuanyizi
转移室	zhuanyishi
转移性脓肿	zhuanyixingnongzhong
转移活动	zhuanyihuodong
转移盖	zhuanyigai
转移能	zhuanyineng
转移蛋白	zhuanyidanbai
转移酶	zhuanyimei
转筒记录器	zhuantongjiluqi
转糖基	zhuantangji
转糖苷	zhuantanggan
转糖苷作用	zhuantangganzuoyong
转糖苷酶	zhuantangganmei
转羟乙醛酶	zhuanqiangyiquanmei
转羟甲	zhuanqiangjia
转羟甲基酶	zhuanqiangjiajimei
转肟酶	zhuanwomei
转肽	zhuantai
转肽作用	zhuantaizuoyong
转脒基酶	zhuanmijimei
转色瞳	zhuansetong
转节	zhuanjie
转节窝	zhuanjiewo
转葡糖	zhuanputang
转葡糖基酶	zhuanputangjimei
转葡糖苷基酶	zhuanputangganjimei
转葡糖苷酶	zhuanputangganmei
转葡萄糖苷酶	zhuanputaotangganmei
转谷氨酰胺酶	zhuanguanxiananmei
转质子酶	zhuanzhizimei
转轴复制	zhuanzhoufuzhi
转轴酶	zhuanzhoumei
转输组织	zhuanshuzuzhi
转运子	zhuanyunzi
转运小泡	zhuanyunxiaopao
转运片段	zhuanyunpianduan
转运蛋白	zhuanyundanbai
转运酶	zhuanyunmei
转速反应	zhuansufanying
转酮醇酶	zhuantongchunmei
转酯	zhuanzhi
转酯作用	zhuanzhizuoyong
转酰基	zhuanxianji
转酰基作用	zhuanxianjizuoyong
转酰基酶	zhuanxianjimei
转酰胺	zhuanxianan
转酰胺基	zhuanxiananji
转酰胺基作用	zhuanxiananjizuoyong
转酰胺基酶	zhuanxiananjimei
转酰酶	zhuanxianmei
转醛亚胺	zhuanquanyaan
转醛亚胺作用	zhuanquanyaanzuoyong
转醛醇酶	zhuanquanchunmei
转铁蛋白	zhuantiedanbai
轭域	eyu
轭楔	exie
轮匝带	lunzadai
轮幼虫	lunyouchong
轮替运动	luntiyundong
轮环藤宁碱	lunhuantengningjian
轮环藤酚碱	lunhuantengfenjian
轮生体	lunshengti
轮生式	lunshengshi
轮藻	lunzao
轮藻植物	lunzaozhiwu
轮藻纲	lunzaogang
轮虫	lunchong
轮虫纲	lunchonggang
软下疳	ruanxiagan
软体动物学	ruantidongwuxue
软体动物门	ruantidongwumen
软体系列	ruantixilie
软化牙本质	ruanhuayabenzhi
软化症	ruanhuazheng
软垢指数	ruangouzhishu
软斑病小体	ruanbanbingxiaoti
软斑病细胞	ruanbanbingxibao
软木三萜酮	ruanmusantietong
软木脂	ruanmuzhi
软木花椒素	ruanmuhuajiaosu
软木醇酸	ruanmuchunsuan
软材	ruancai
软树皮	ruanshupi
软毛青霉二酸酐	ruanmaoqingmeiersuangan
软毛青霉素	ruanmaoqingmeisu
软毛青霉酸	ruanmaoqingmeisuan
软水母	ruanshuimu
软琼脂	ruanqiongzhi
软琼脂培养	ruanqiongzhipeiyang
软石蜡	ruanshila
软硬腭裂	ruanyingelie
软组织扩张器	ruanzuzhikuozhangqi
软组织扩张术	ruanzuzhikuozhangshu
软组织损伤	ruanzuzhisunshang
软组织提紧术	ruanzuzhitijinshu
软脂基	ruanzhiji
软脂酰基	ruanzhixianji
软脂酸甘油酯	ruanzhisuanganyouzhi
软脂酸脂	ruanzhisuanzhi
软脂醛	ruanzhiquan
软脊膜	ruanjimo
软脑	ruannao
软脑脊膜	ruannaojimo
软脑脊膜炎	ruannaojimoyan
软脑膜	ruannaomo
软腐病	ruanfubing
软腭裂	ruanelie
软蛛网膜	ruanzhuwangmo
软设备	ruanshebei
软酯酰基	ruanzhixianji
软颅期	ruanluqi
软骨二糖	ruanguertang
软骨代谢障碍病	ruangudaixiezhangaibing
软骨内成骨	ruanguneichenggu
软骨化	ruanguhua
软骨发育不全	ruangufayubuquan
软骨发育不良	ruangufayubuliang
软骨四糖	ruangusitang
软骨屑移植术	ruanguxieyizhishu
软骨屑移植物	ruanguxieyizhiwu
软骨己糖	ruangujitang
软骨形成	ruanguxingcheng
软骨形成细胞	ruanguxingchengxibao
软骨戊糖	ruanguwutang
软骨成骨	ruanguchenggu
软骨样汗管瘤	ruanguyanghanguanliu
软骨母细胞瘤	ruangumuxibaoliu
软骨源生成因子	ruanguyuanshengchengyinzi
软骨溶解	ruangurongjie
软骨瘤	ruanguliu
软骨硬蛋白	ruanguyingdanbai
软骨移植	ruanguyizhi
软骨移植术	ruanguyizhishu
软骨移植物	ruanguyizhiwu
软骨粘液样纤维瘤	ruangunianyeyangxianweiliu
软骨粘蛋白	ruanguzhandanbai
软骨粘连蛋白	ruanguzhanliandanbai
软骨糖胺	ruangutangan
软骨素原	ruangusuyuan
软骨素硫酸	ruangusuliusuan
软骨素硫酸酯酶	ruangusuliusuanzhimei
软骨细胞	ruanguxibao
软骨细胞生长因子	ruanguxibaoshengzhangyinzi
软骨结合	ruangujiehe
软骨肉瘤	ruangurouliu
软骨胶	ruangujiao
软骨胶素	ruangujiaosu
软骨膜	ruangumo
软骨膜下骨化	ruangumoxiaguhua
软骨膜移植术	ruangumoyizhishu
软骨膜移植物	ruangumoyizhiwu
软骨营养障碍	ruanguyingyangzhangai
软骨藻酸	ruanguzaosuan
软骨蛋白	ruangudanbai
软骨衍生生长因子	ruanguyanshengshengzhangyinzi
软骨间切口	ruangujianqiekou
软骨颅	ruangulu
软骨骼	ruanguge
软骨鱼	ruanguyu
软骨鱼催产素	ruanguyucuichansu
软骨鱼纲	ruanguyugang
软齿花根碱	ruanchihuagenjian
轴三叉	zhousancha
轴丝	zhousi
轴伪足	zhouweizu
轴型皮瓣	zhouxingpiban
轴型血管	zhouxingxueguan
轴左偏心电图	zhouzuopianxindiantu
轴梯度	zhoutidu
轴浆	zhoujiang
轴浆流	zhoujiangliu
轴突	zhoutu
轴突丘	zhoutuqiu
轴突信号	zhoutuxinhao
轴突导向	zhoutudaoxiang
轴突延伸	zhoutuyanshen
轴突延迟	zhoutuyanchi
轴突成束	zhoutuchengshu
轴突生长	zhoutushengzhang
轴突蛋白	zhoutudanbai
轴突运输	zhoutuyunshu
轴窦	zhoudou
轴索	zhousuo
轴索旁枝	zhousuopangzhi
轴索远端	zhousuoyuanduan
轴细胞	zhouxibao
轴膜	zhoumo
轴节端片	zhoujieduanpian
轴节间片	zhoujiejianpian
轴质	zhouzhi
轴质流	zhouzhiliu
轴间细胞	zhoujianxibao
轻侵染	qingqinran
轻型地中海贫血	qingxingdizhonghaipinxue
轻天花	qingtianhua
轻度伤	qingdushang
轻度烧伤	qingdushaoshang
轻擦按摩法	qingcaanmofa
轻氢	qingqing
轻瘫	qingtan
轻链	qinglian
轻链亚型	qinglianyaxing
轻链可变区	qingliankebianqu
轻链型	qinglianxing
载体两性电解质	zaitiliangxingdianjiezhi
载体复合物	zaitifuhewu
载体放射性同位素	zaitifangshexingtongweisu
载体效应	zaitixiaoying
载体特异性	zaititeyixing
载体蛋白	zaitidanbai
载体质粒	zaitizhili
载卵丘	zailuanqiu
载卵叶	zailuanye
载循环酶系制剂	zaixunhuanmeixizhiji
载片	zaipian
载玻片	zaibopian
载玻片测微尺	zaibopianceweichi
载绿体	zailvti
载网	zaiwang
载肛突	zaigangtu
载脂体	zaizhiti
载脂蛋白	zaizhidanbai
载色体	zaiseti
载距突	zaijutu
载黑色素细胞	zaiheisesuxibao
辅凝血致活酶	funingxuezhihuomei
辅助光照	fuzhuguangzhao
辅助反应	fuzhufanying
辅助合成反应	fuzhuhechengfanying
辅助循环	fuzhuxunhuan
辅助心脏移植	fuzhuxinzangyizhi
辅助性肝移植	fuzhuxingganyizhi
辅助授粉	fuzhushoufen
辅助核	fuzhuhe
辅助病毒	fuzhubingdu
辅助细胞	fuzhuxibao
辅助能流	fuzhunengliu
辅助色板	fuzhuseban
辅助色素	fuzhusesu
辅助蛋白	fuzhudanbai
辅助蛋白质	fuzhudanbaizhi
辅助质粒	fuzhuzhili
辅助通气	fuzhutongqi
辅因子	fuyinzi
辅基	fuji
辅源营养	fuyuanyingyang
辅激物	fujiwu
辅磷酸酯酶	fulinsuanzhimei
辅羧酶	fusuomei
辅肌动蛋白	fujidongdanbai
辅脂肪酶	fuzhifangmei
辅脱氢酶	futuoqingmei
辅脱氨酶	futuoanmei
辅脱羧酶	futuosuomei
辅致癌剂	fuzhiaiji
辅致癌因素	fuzhiaiyinsu
辅致癌物	fuzhiaiwu
辅色素	fusesu
辅药	fuyao
辅起始因子	fuqishiyinzi
辅转氨酶	fuzhuananmei
辅酶	fumei
辅酸	fusuan
辅酿酶	funiangmei
辅阻遏物	fuzuewu
辊轴刀	gunzhoudao
辐几丁质	fujidingzhi
辐射亚种	fusheyazhong
辐射侦察	fushezhencha
辐射分解	fushefenjie
辐射危害	fusheweihai
辐射发光	fushefaguang
辐射吸收剂量	fushexishoujiliang
辐射吸收剂量单位	fushexishoujiliangdanwei
辐射对称	fusheduichen
辐射对称动物	fusheduichendongwu
辐射对称式	fusheduichenshi
辐射嵌合体	fusheqianheti
辐射干燥器	fusheganzaoqi
辐射幼虫	fusheyouchong
辐射度量学	fusheduliangxue
辐射抗性	fushekangxing
辐射损伤	fushesunshang
辐射敏化剂	fusheminhuaji
辐射敏感中心	fusheminganzhongxin
辐射敏感性	fusheminganxing
辐射毒性	fusheduxing
辐射测量装置	fusheceliangzhuangzhi
辐射消毒	fushexiaodu
辐射灭菌	fushemiejun
辐射灭菌法	fushemiejunfa
辐射热疗法	fushereliaofa
辐射生物化学	fusheshengwuhuaxue
辐射突变	fushetubian
辐射细胞学	fushexibaoxue
辐射耐受性	fushenaishouxing
辐射育种	fusheyuzhong
辐射脉	fushemai
辐射荧光	fusheyingguang
辐射诱发致死	fusheyoufazhisi
辐射诱导畸变	fusheyoudaojibian
辐射遗传学	fusheyichuanxue
辐射防护剂	fushefanghuji
辐射防护屏	fushefanghuping
辐射防护装置	fushefanghuzhuangzhi
辐射骨针	fusheguzhen
辐性	fuxing
辐板	fuban
辐状口	fuzhuangkou
辐状鳍条	fuzhuangqitiao
辐管	fuguan
辐肋	fulei
辐胞	fubao
辐腕	fuwan
辐轮幼虫	fulunyouchong
辐部	fubu
辐鳍鱼组	fuqiyuzu
输入袢综合征	shurupanzonghezheng
输出水平	shuchushuiping
输卵管炎	shuluanguanyan
输卵管积水	shuluanguanjishui
输卵管积脓	shuluanguanjinong
输卵管系膜	shuluanguanximo
输卵管腹膜	shuluanguanfumo
输卵管萼	shuluanguane
输卵管通色素法	shuluanguantongsesufa
输导	shudao
输导束	shudaoshu
输导系统	shudaoxitong
输导组织	shudaozuzhi
输导薄壁组织	shudaobaobizuzhi
输尿管	shuniaoguan
输尿管乳头状瘤	shuniaoguanrutouzhuangliu
输尿管乳头状癌	shuniaoguanrutouzhuangai
输尿管切开术	shuniaoguanqiekaishu
输尿管切除术	shuniaoguanqiechushu
输尿管发育不全	shuniaoguanfayubuquan
输尿管发育不良	shuniaoguanfayubuliang
输尿管口切开术	shuniaoguankouqiekaishu
输尿管口异位	shuniaoguankouyiwei
输尿管口狭窄	shuniaoguankouxiazhai
输尿管周围炎	shuniaoguanzhouweiyan
输尿管息肉	shuniaoguanxirou
输尿管憩室	shuniaoguanqishi
输尿管成形术	shuniaoguanchengxingshu
输尿管扩张	shuniaoguankuozhang
输尿管损伤	shuniaoguansunshang
输尿管放线菌病	shuniaoguanfangxianjunbing
输尿管梅毒	shuniaoguanmeidu
输尿管梗阻	shuniaoguangengzu
输尿管炎	shuniaoguanyan
输尿管狭窄	shuniaoguanxiazhai
输尿管畸形	shuniaoguanjixing
输尿管瘘	shuniaoguanlou
输尿管癌	shuniaoguanai
输尿管白斑病	shuniaoguanbaibanbing
输尿管皮肤造瘘术	shuniaoguanpifuzaoloushu
输尿管积水	shuniaoguanjishui
输尿管移植	shuniaoguanyizhi
输尿管移行细胞癌	shuniaoguanyihangxibaoai
输尿管结核	shuniaoguanjiehe
输尿管结石	shuniaoguanjieshi
输尿管结肠吻合术	shuniaoguanjiechangwenheshu
输尿管绞痛	shuniaoguanjiaotong
输尿管缺如	shuniaoguanqueru
输尿管肠瘘	shuniaoguanchanglou
输尿管肾盂吻合术	shuniaoguanshenyuwenheshu
输尿管肾盂造影	shuniaoguanshenyuzaoying
输尿管肾镜	shuniaoguanshenjing
输尿管肿瘤	shuniaoguanzhongliu
输尿管脱垂	shuniaoguantuochui
输尿管腹膜包裹术	shuniaoguanfumobaoguoshu
输尿管膀胱吻合术	shuniaoguanpangguangwenheshu
输尿管袢造瘘术	shuniaoguanpanzaoloushu
输尿管输尿管吻合术	shuniaoguanshuniaoguanwenheshu
输尿管造瘘术	shuniaoguanzaoloushu
输尿管镜检查术	shuniaoguanjingjianchashu
输尿管闭锁	shuniaoguanbisuo
输尿管阴道瘘	shuniaoguanyindaolou
输精管切除术	shujingguanqiechushu
输精管梅毒	shujingguanmeidu
输精管炎	shujingguanyan
输精管畸形	shujingguanjixing
输精管精囊造影	shujingguanjingnangzaoying
输精管结核	shujingguanjiehe
输精管缺如	shujingguanqueru
输精管输精管吻合术	shujingguanshujingguanwenheshu
输精管附睾造影	shujingguanfugaozaoying
输血法	shuxuefa
辛二酰精氨酸	xinerxianjingansuan
辛二酸	xinersuan
辛二酸盐	xinersuanyan
辛可卡因	xinkekayin
辛四烯	xinsixi
辛基环丙烯	xinjihuanbingxi
辛基环丙烯庚酸	xinjihuanbingxigengsuan
辛基环丙烷辛酸	xinjihuanbingwanxinsuan
辛酮糖	xintongtang
辛酮糖酸	xintongtangsuan
辛酰基	xinxianji
辛酸甘油酯	xinsuanganyouzhi
辣根过氧化物酶	lagenguoyanghuawumei
辣椒玉红素	lajiaoyuhongsu
辣椒疫霉	lajiaoyimei
辣椒碱	lajiaojian
辣椒红呋喃素	lajiaohongfunansu
辣椒红素	lajiaohongsu
辨识色	bianshise
辨重能	bianzhongneng
边中脉	bianzhongmai
边界影响	bianjieyingxiang
边缘分生组织	bianyuanfenshengzuzhi
边缘合胞体	bianyuanhebaoti
边缘封闭区	bianyuanfengbiqu
边缘嵌合体	bianyuanqianheti
边缘嵴	bianyuanji
边缘影响	bianyuanyingxiang
边缘性龈炎	bianyuanxingyinyan
边缘波动	bianyuanbodong
边缘生物	bianyuanshengwu
边缘肝素化	bianyuangansuhua
边缘运动	bianyuanyundong
边缘龈	bianyuanyin
边脊	bianji
达尔文主义	daerwenzhuyi
达尔文型突变	daerwenxingtubian
达尔文氏选择	daerwenshixuanze
达布酰氯	dabuxianlv
达普宋	dapusong
达松伐电疗法	dasongfadianliaofa
达波灵碱	dabolingjian
达玛脂	damazhi
达穆斯	damusi
达起调控作用的蛋白	daqitiaokongzuoyongdedanbai
迁延性肝炎	qianyanxingganyan
迁徙带	qianxidai
迁徙性钙化	qianxixinggaihua
迁徙种类	qianxizhonglei
迁移动物	qianyidongwu
迁移性静脉炎	qianyixingjingmaiyan
迁移植物	qianyizhiwu
迁移率	qianyilv
迁移皮瓣	qianyipiban
迁移群聚	qianyiqunju
迁移蚜	qianyiya
迂回体	yuhuiti
迂回螺菌素	yuhuiluojunsu
迅龙科	xunlongke
过乙酸	guoyisuan
过冷所致	guolengsuozhi
过去认为与	guoqurenweiyu
过多症	guoduozheng
过客病毒	guokebingdu
过度发育	guodufayu
过度成熟	guoduchengshu
过度成熟现象	guoduchengshuxianxiang
过度散布	guodusanbu
过度染色	guoduranse
过度特化	guodutehua
过度生长	guodushengzhang
过拥挤	guoyongji
过敏反应	guominfanying
过敏性休克	guominxingxiuke
过敏性慢反应物质	guominxingmanfanyingwuzhi
过敏性紫癜	guominxingzidian
过敏样反应	guominyangfanying
过敏毒素	guomindusu
过敏毒素灭活因子	guomindusumiehuoyinzi
过敏素	guominsu
过旋	guoxuan
过早发育	guozaofayu
过早收缩	guozaoshousuo
过早溶菌现象	guozaorongjunxianxiang
过氧化	guoyanghua
过氧化氢	guoyanghuaqing
过氧化氢酶	guoyanghuaqingmei
过氧化氢酶叠氮物	guoyanghuaqingmeidiedanwu
过氧化氢酶缺乏症	guoyanghuaqingmeiquefazheng
过氧化物	guoyanghuawu
过氧化物酶	guoyanghuawumei
过氧化物酶体	guoyanghuawumeiti
过氧化物酶体病	guoyanghuawumeitibing
过氧对孟烯	guoyangduimengxi
过渡态	guodutai
过渡性多态现象	guoduxingduotaixianxiang
过渡监护治疗病房	guodujianhuzhiliaobingfang
过渡群丛	guoduquncong
过滤光度计	guolvguangduji
过滤器亲和性转移法	guolvqiqinhexingzhuanyifa
过滤浓缩法	guolvnongsuofa
过滤灭菌	guolvmiejun
过滤用活性炭	guolvyonghuoxingtan
过硫酸氨	guoliusuanan
过碘酸	guodiansuan
过碘酸盐	guodiansuanyan
过继免疫	guojimianyi
过继耐受	guojinaishou
过继转移	guojizhuanyi
过补偿	guobuchang
过调制	guotiaozhi
过路白细胞	guolubaixibao
过量代谢	guoliangdaixie
过饱和溶液	guobaoherongye
过饱和结晶学说	guobaohejiejingxueshuo
迈尔斯手术	maiersishoushu
迈步期	maibuqi
迈耶霍夫氧化系数	maiyehuofuyanghuaxishu
迎头层析法	yingtoucengxifa
运动不能	yundongbuneng
运动中枢	yundongzhongshu
运动器官	yundongqiguan
运动处方	yundongchufang
运动失调	yundongshitiao
