# 泰深输入法专业词库 — 法律
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一上班	yishangban
死刑复核制度	sixingfuhezhidu
死刑复核权	sixingfuhequan
死刑复核裁定	sixingfuhecaiding
死刑改革探索	sixinggaigetansuo
死刑改革研究报告	sixinggaigeyanjiubaogao
死刑缓期二年执行	sixinghuanqiernianzhixing
死刑缓期执行	sixinghuanqizhixing
残疾人就业条例	canjirenjiuyetiaoli
残疾人教育条例	canjirenjiaoyutiaoli
残疾人福利基金会	canjirenfulijijinhui
残疾赔偿金	canjipeichangjin
殴击罪	oujizui
殴打他人	oudataren
段和段	duanheduan
段爱群	duanaiqun
毁灭国家机关公文	huimieguojiajiguangongwen
母女关系	munvguanxi
母婴保健	muyingbaojian
母婴保健法	muyingbaojianfa
每日结算制度	meirijiesuanzhidu
毒品原植物	dupinyuanzhiwu
毒品犯罪研究	dupinfanzuiyanjiu
比较民事诉讼论丛	bijiaominshisusongluncong
比较法在中国	bijiaofazaizhongguo
毛国华	maoguohua
毛地出让	maodichurang
毛泽东集	maozedongji
毛璟文	maojingwen
民主自决权	minzhuzijuequan
民主视野	minzhushiye
民事侵权构成要件	minshiqinquangouchengyaojian
民事保全程序研究	minshibaoquanchengxuyanjiu
民事决定书	minshijuedingshu
民事委托代理合同	minshiweituodailihetong
民事审判手册	minshishenpanshouce
民事审判技能	minshishenpanjineng
民事审判简易程序	minshishenpanjianyichengxu
民事强制执行新论	minshiqiangzhizhixingxinlun
民事强制执行法	minshiqiangzhizhixingfa
民事执行权	minshizhixingquan
民事执行程序	minshizhixingchengxu
民事授权委托书	minshishouquanweituoshu
民事无效行为	minshiwuxiaoxingwei
民事案件由规定	minshianjianyouguiding
民事欺诈行为	minshiqizhaxingwei
民事法律行为	minshifalvxingwei
民事特别法	minshitebiefa
民事督促起诉	minshiducuqisu
民事程序法	minshichengxufa
民事程序法研究	minshichengxufayanjiu
民事程序选择权	minshichengxuxuanzequan
民事简易程序研究	minshijianyichengxuyanjiu
民事管辖权	minshiguanxiaquan
民事纠纷解决	minshijiufenjiejue
民事行为能力	minshixingweinengli
民事裁判	minshicaipan
民事裁判方法	minshicaipanfangfa
民事裁判标准规范	minshicaipanbiaozhunguifan
民事证据规则应用	minshizhengjuguizeyingyong
民事诉讼基本结构	minshisusongjibenjiegou
民事诉讼案例精析	minshisusonganlijingxi
民事诉讼法习题集	minshisusongfaxitiji
民事诉讼法学新编	minshisusongfaxuexinbian
民事诉讼目的	minshisusongmudi
民事诉讼程序公约	minshisusongchengxugongyue
民事诉讼终结	minshisusongzhongjie
民事调解制度	minshitiaojiezhidu
民事责任承担方式	minshizerenchengdanfangshi
民事责任构成要件	minshizerengouchengyaojian
民事责任竞合	minshizerenjinghe
民事错诉责任	minshicuosuzeren
民办非企业单位	minbanfeiqiyedanwei
民商事案件	minshangshianjian
民商合一	minshangheyi
民商审判简明手册	minshangshenpanjianmingshouce
民商法在职研究生	minshangfazaizhiyanjiusheng
民商法辞典	minshangfacidian
民国名人诉讼案	minguomingrensusongan
民国法学论文精萃	minguofaxuelunwenjingcui
民政优抚对象	minzhengyoufuduixiang
民族区域自治法	minzuquyuzizhifa
民权公约评注	minquangongyuepingzhu
民法典探索与展望	minfadiantansuoyuzhanwang
民法法典化研究	minfafadianhuayanjiu
民用建筑节能条例	minyongjianzhujienengtiaoli
民用机场管理条例	minyongjichangguanlitiaoli
民用航空器优先权	minyonghangkongqiyouxianquan
民用航空法	minyonghangkongfa
民用航空管理制度	minyonghangkongguanlizhidu
民营企业法律顾问	minyingqiyefalvguwen
民营企业经营环境	minyingqiyejingyinghuanjing
民行处	minxingchu
民行科	minxingke
气候变化协议	qihoubianhuaxieyi
气候变化框架公约	qihoubianhuakuangjiagongyue
气瓶安全监察规定	qipinganquanjianchaguiding
水政监察工作章程	shuizhengjianchagongzuozhangcheng
水权流转	shuiquanliuzhuan
水资源保护法	shuiziyuanbaohufa
水资源勘察	shuiziyuankancha
水资源所有权	shuiziyuansuoyouquan
永久居住权	yongjiujuzhuquan
永久居所	yongjiujusuo
永久性抗辩权	yongjiuxingkangbianquan
永久性职位	yongjiuxingzhiwei
汇票兑付	huipiaoduifu
汇票签发	huipiaoqianfa
汇票转	huipiaozhuan
汉德分类词语手册	handefenleiciyushouce
汉摩拉比法典	hanmolabifadian
汉文帝刑制改革	hanwendixingzhigaige
汉漠拉比法典	hanmolabifadian
汉英法律翻译教程	hanyingfalvfanyijiaocheng
江苏省公路条例	jiangsushenggonglutiaoli
污水综合排放标准	wushuizonghepaifangbiaozhun
汤姆森商法教程	tangmusenshangfajiaocheng
汪辜会谈共同协议	wangguhuitangongtongxieyi
汽垫船	qidianchuan
汽车保险法律法规	qichebaoxianfalvfagui
汽车运输船	qicheyunshuchuan
沃尔芬森	woerfensen
沃尔芬登委员会	woerfendengweiyuanhui
沈家本年谱初编	shenjiabennianpuchubian
沈寄簃先生遗书	shenjiyixianshengyishu
沈木珠	shenmuzhu
沉默方式	chenmofangshi
沉默欺诈	chenmoqizha
沐川县司法局	muchuanxiansifaju
沙头角街道党工委	shatoujiaojiedaodanggongwei
沙里亚法规	shaliyafagui
沙里亚法院	shaliyafayuan
没收财产	moshoucaichan
没收违法所得	moshouweifasuode
没收非法财物	moshoufeifacaiwu
没有书面凭证	meiyoushumianpingzheng
河北法学	hebeifaxue
河北省信访条例	hebeishengxinfangtiaoli
河北省奶业条例	hebeishengnaiyetiaoli
河南省信访条例	henanshengxinfangtiaoli
河南省煤炭条例	henanshengmeitantiaoli
河津市检察院	hejinshijianchayuan
治国方略	zhiguofanglve
治安保卫委员会	zhianbaoweiweiyuanhui
治安案件查处概论	zhiananjianchachugailun
治安管理处罚条例	zhianguanlichufatiaoli
治安管理处罚法	zhianguanlichufafa
治安联防队员	zhianlianfangduiyuan
治安行政处罚	zhianxingzhengchufa
治安行政处置权	zhianxingzhengchuzhiquan
治安行政法	zhianxingzhengfa
沿海航标管理办法	yanhaihangbiaoguanlibanfa
沿海航运权	yanhaihangyunquan
沿海运输	yanhaiyunshu
泄密事件	xiemishijian
泄密罪	xiemizui
泄露内幕信息罪	xielouneimuxinxizui
泄露国家机密	xielouguojiajimi
泄露国家机密罪	xielouguojiajimizui
泉州市科技局	quanzhoushikejiju
泊位合同	boweihetong
法与农村社会变迁	fayunongcunshehuibianqian
法与恢复性司法	fayuhuifuxingsifa
法书要录	fashuyaolu
法人制度法理研究	farenzhidufaliyanjiu
法人型联营	farenxinglianying
法人委托书	farenweituoshu
法人章程	farenzhangcheng
法令不能改变社会	falingbunenggaibianshehui
法价值哲学导论	fajiazhizhexuedaolun
法制日报社	fazhiribaoshe
法制浙江	fazhizhejiang
法医人类学经典	fayirenleixuejingdian
法医学辞典	fayixuecidian
法医学鉴定人	fayixuejiandingren
法医检验	fayijianyan
法医鉴定学	fayijiandingxue
法台	fatai
法国发明专利法	faguofamingzhuanlifa
法国现代合同法	faguoxiandaihetongfa
法学专业英语教程	faxuezhuanyeyingyujiaocheng
法学前沿名家谈	faxueqianyanmingjiatan
法学博士学位	faxueboshixuewei
法学基础课程导读	faxuejichukechengdaodu
法学教学参考书	faxuejiaoxuecankaoshu
法学方法论导论	faxuefangfalundaolun
法学研究与方法论	faxueyanjiuyufangfalun
法学经纬	faxuejingwei
法学课程	faxuekecheng
法官职业化	faguanzhiyehua
法官职业道德	faguanzhiyedaode
法定分保	fadingfenbao
法定垄断	fadinglongduan
法定孳息	fadingzixi
法定强制保险	fadingqiangzhibaoxian
法定清偿物	fadingqingchangwu
法定财产重估增值	fadingcaichanzhongguzengzhi
法庭语言技巧	fatingyuyanjiqiao
法律与习俗	falvyuxisu
法律与现代社会	falvyuxiandaishehui
法律与社会规范	falvyushehuiguifan
法律事件	falvshijian
法律信息学	falvxinxixue
法律儒家化	falvrujiahua
法律写作	falvxiezuo
法律判决认定	falvpanjuerending
法律和市场经济	falvheshichangjingji
法律地位	falvdiwei
法律基础新编	falvjichuxinbian
法律实用全书	falvshiyongquanshu
法律小全书	falvxiaoquanshu
法律帝国	falvdiguo
法律思维	falvsiwei
法律思维研究	falvsiweiyanjiu
法律政策研究室	falvzhengceyanjiushi
法律效力论	falvxiaolilun
法律教育网校	falvjiaoyuwangxiao
法律文书写作	falvwenshuxiezuo
法律文书写作思维	falvwenshuxiezuosiwei
法律文书范例评析	falvwenshufanlipingxi
法律文件	falvwenjian
法律文化	falvwenhua
法律文化史研究	falvwenhuashiyanjiu
法律文化研究	falvwenhuayanjiu
法律文本翻译	falvwenbenfanyi
法律文盲	falvwenmang
法律是什么	falvshishenme
法律智慧的火花	falvzhihuidehuohua
法律智慧警句集	falvzhihuijingjuji
法律法规适用范围	falvfaguishiyongfanwei
法律现代化	falvxiandaihua
法律监督	falvjiandu
法律监督机关	falvjiandujiguan
法律监督论纲	falvjiandulungang
法律移植	falvyizhi
法律程序文件	falvchengxuwenjian
法律维权启示录	falvweiquanqishilu
法律网站	falvwangzhan
法律职业	falvzhiye
法律职业共同体	falvzhiyegongtongti
法律职业资格考试	falvzhiyezigekaoshi
法律英语	falvyingyu
法律英语写作	falvyingyuxiezuo
法律英语教程	falvyingyujiaocheng
法律行为无效	falvxingweiwuxiao
法律规范行为	falvguifanxingwei
法律议案	falvyian
法律调整过程	falvtiaozhengguocheng
法律谈判之道	falvtanpanzhidao
法律起源	falvqiyuan
法律进家家家安	falvjinjiajiajiaan
法律防火墙	falvfanghuoqiang
法律限制和约束	falvxianzhiheyueshu
法律面前人人平等	falvmianqianrenrenpingdeng
法民初字第	faminchuzidi
法治中国	fazhizhongguo
法治二十讲	fazhiershijiang
法治及其本土资源	fazhijiqibentuziyuan
法治周末	fazhizhoumo
法治国家	fazhiguojia
法治国家论	fazhiguojialun
法治建设与法学	fazhijiansheyufaxue
法治快报	fazhikuaibao
法治百家谈	fazhibaijiatan
法治维新	fazhiweixin
法治讲演录	fazhijiangyanlu
法治论丛	fazhiluncong
法理学论丛	falixueluncong
法社会学在中国	fashehuixuezaizhongguo
法苑撷英	fayuanxieying
法规宝典	faguibaodian
法规规章备案条例	faguiguizhangbeiantiaoli
法规规章备案规定	faguiguizhangbeianguiding
法象万千	faxiangwanqian
法院与媒体	fayuanyumeiti
法院刑事判决书	fayuanxingshipanjueshu
法院地	fayuandi
法院地法	fayuandifa
法院强制执行	fayuanqiangzhizhixing
法院志	fayuanzhi
法院执行依据	fayuanzhixingyiju
法院执行案件	fayuanzhixinganjian
法院改革	fayuangaige
法院法医	fayuanfayi
法院电子签章	fayuandianziqianzhang
法院电子签章系统	fayuandianziqianzhangxitong
法院程序	fayuanchengxu
法院组织法	fayuanzuzhifa
法院组织法论	fayuanzuzhifalun
法院经审理查明	fayuanjingshenlichaming
法院编制法	fayuanbianzhifa
泡沫效应	paomoxiaoying
波兰第一共和国	bolandiyigongheguo
注册会计师协会	zhucekuaijishixiehui
注册会计师法	zhucekuaijishifa
注册商标专用权	zhuceshangbiaozhuanyongquan
注册商标使用许可	zhuceshangbiaoshiyongxuke
注册商标权	zhuceshangbiaoquan
注册商标转让	zhuceshangbiaozhuanrang
注册商标转让合同	zhuceshangbiaozhuanranghetong
注册建筑师条例	zhucejianzhushitiaoli
注意义务研究	zhuyiyiwuyanjiu
注销注册商标公告	zhuxiaozhuceshangbiaogonggao
注销登记	zhuxiaodengji
泰卢固语	tailuguyu
泰安市农业局	taianshinongyeju
洗寨子	xizhaizi
洗钱犯罪与对策	xiqianfanzuiyuduice
津浦铁路借款合同	jinputielujiekuanhetong
洪范评论	hongfanpinglun
派遣制合同工	paiqianzhihetonggong
派遣制柜员	paiqianzhiguiyuan
流动资产周转率	liudongzichanzhouzhuanlv
济南市摄影家协会	jinanshisheyingjiaxiehui
济贫法	jipinfa
浑河站	hunhezhan
浓缩法学	nongsuofaxue
浙江法制报	zhejiangfazhibao
浙江省专利	zhejiangshengzhuanli
浙江省信访条例	zhejiangshengxinfangtiaoli
浙江省监察厅	zhejiangshengjianchating
海上交通安全法	haishangjiaotonganquanfa
海上保险合同	haishangbaoxianhetong
海上旅客运输合同	haishanglvkeyunshuhetong
海上船舶保险合同	haishangchuanbobaoxianhetong
海上财产	haishangcaichan
海上财产无主	haishangcaichanwuzhu
海事仲裁程序规则	haishizhongcaichengxuguize
海事仲裁裁决	haishizhongcaicaijue
海事侵权损害赔偿	haishiqinquansunhaipeichang
海事债权登记	haishizhaiquandengji
海事债权确权	haishizhaiquanquequan
海事国际私法	haishiguojisifa
海事强制令	haishiqiangzhiling
海事报告	haishibaogao
海事担保	haishidanbao
海事法院	haishifayuan
海事诉讼时效制度	haishisusongshixiaozhidu
海事请求保全	haishiqingqiubaoquan
海关估价协议	haiguangujiaxieyi
海关保税核查办法	haiguanbaoshuihechabanfa
海关关务公开办法	haiguanguanwugongkaibanfa
海关商品估价公约	haiguanshangpingujiagongyue
海域使用权研究	haiyushiyongquanyanjiu
海域使用管理法	haiyushiyongguanlifa
海域有偿使用制度	haiyuyouchangshiyongzhidu
海宁市慈善总会	hainingshicishanzonghui
海底电缆敷设船	haididianlanfushechuan
海洋国策研究文集	haiyangguoceyanjiuwenji
海洋行政执法必读	haiyanghangzhengzhifabidu
海滩救助	haitanjiuzhu
海牙第一公约	haiyadiyigongyue
消耗定额记录制度	xiaohaodingejiluzhidu
消费产品安全法	xiaofeichanpinanquanfa
消费全程操作索赔	xiaofeiquanchengcaozuosuopei
消费者安全权	xiaofeizheanquanquan
消费者权益法	xiaofeizhequanyifa
消费者监督权	xiaofeizhejianduquan
消防应急预案	xiaofangyingjiyuan
消除影响	xiaochuyingxiang
涉众型经济犯罪	shezhongxingjingjifanzui
涉外人员守则	shewairenyuanshouze
涉外民事关系	shewaiminshiguanxi
涉外民事诉讼程序	shewaiminshisusongchengxu
涉外民商事案件	shewaiminshangshianjian
涉外法律制度案例	shewaifalvzhiduanli
涉外税收优惠	shewaishuishouyouhui
涉外经济合同法	shewaijingjihetongfa
涉外经贸法律英语	shewaijingmaofalvyingyu
涉枪犯罪	sheqiangfanzui
涉案金额	sheanjine
涉法涉诉	shefashesu
涉法涉诉案件	shefashesuanjian
涤除抵押权	dichudiyaquan
涨跌停板	zhangdietingban
液体化学品运输船	yetihuaxuepinyunshuchuan
淫亵物品审裁处	yinxiewupinshencaichu
深层次矛盾	shencengcimaodun
清偿抵充	qingchangdichong
清偿标的	qingchangbiaodi
清华大学法学院	qinghuadaxuefaxueyuan
清华法律评论	qinghuafalvpinglun
清朝法制史	qingchaofazhishi
清末四大奇案	qingmosidaqian
清末预备立宪	qingmoyubeilixian
清算公司	qingsuangongsi
清苑县公安局	qingyuanxiangonganju
清远市法律援助处	qingyuanshifalvyuanzhuchu
渎职侵权检察科	duzhiqinquanjianchake
渎职侵权犯罪案件	duzhiqinquanfanzuianjian
渎职案	duzhian
渔业用海	yuyeyonghai
温莎诏令	wenshazhaoling
港口作业	gangkouzuoye
港口合同	gangkouhetong
港口煤尘防治规定	gangkoumeichenfangzhiguiding
港口经营管理规定	gangkoujingyingguanliguiding
港口规划管理规定	gangkouguihuaguanliguiding
港币发行权	gangbifaxingquan
港澳台同胞	gangaotaitongbao
游艇安全管理规定	youtinganquanguanliguiding
湖北法院要案评析	hubeifayuanyaoanpingxi
溢价股	yijiagu
滑坡灾害风险分析	huapozaihaifengxianfenxi
滥伐林木罪	lanfalinmuzui
滥用代理权	lanyongdailiquan
滥用市场支配地位	lanyongshichangzhipeidiwei
滥用职权罪	lanyongzhiquanzui
漂流物	piaoliuwu
漏洞层出	loudongcengchu
潜在投标人	qianzaitoubiaoren
潜在资源	qianzaiziyuan
潜水医务保障	qianshuiyiwubaozhang
潜逃境外	qiantaojingwai
澳大利亚专利法	aodaliyazhuanlifa
澳大利亚宪法	aodaliyaxianfa
澳大利亚联邦宪法	aodaliyalianbangxianfa
澳门报告	aomenbaogao
澳门检察制度	aomenjianchazhidu
澳门高等法院	aomengaodengfayuan
激冷效应	jilengxiaoying
激情犯	jiqingfan
火灾爆炸危险场所	huozaibaozhaweixianchangsuo
火灾责任事故认定	huozaizerenshigurending
炒楼黑名单	chaolouheimingdan
烟叶税暂行条例	yanyeshuizanxingtiaoli
烟草专卖法	yancaozhuanmaifa
烟草专卖法律法规	yancaozhuanmaifalvfagui
烟草总公司	yancaozonggongsi
热泵技术与应用	rebengjishuyuyingyong
热风焊接法	refenghanjiefa
焦点网谈	jiaodianwangtan
煤炭经营监管办法	meitanjingyingjianguanbanfa
煤矿工会	meikuanggonghui
燕薪	yanxin
爆炸罪	baozhazui
爱尔兰自治法案	aierlanzizhifaan
父母子女关系	fumuzinvguanxi
父母权	fumuquan
片面共犯	pianmiangongfan
版式权	banshiquan
版权侵权行为	banquanqinquanxingwei
版权转让	banquanzhuanrang
版权转让合同	banquanzhuanranghetong
牛文军	niuwenjun
牛津法律大辞典	niujinfalvdacidian
牛津规则	niujinguize
牛羊课	niuyangke
牟逍媛	mouxiaoyuan
物上代位性	wushangdaiweixing
物业服务企业	wuyefuwuqiye
物业管理单位	wuyeguanlidanwei
物业管理法律规范	wuyeguanlifalvguifan
物业转移税	wuyezhuanyishui
物价管理体制	wujiaguanlitizhi
物价管理制度	wujiaguanlizhidu
物权公示制度	wuquangongshizhidu
物权取得权	wuquanqudequan
物权契约	wuquanqiyue
物权效力	wuquanxiaoli
物权法研究	wuquanfayanjiu
物权登记制度	wuquandengjizhidu
物权行为无因性	wuquanxingweiwuyinxing
物流信息系统规划	wuliuxinxixitongguihua
牵引溜放法	qianyinliufangfa
牵连管辖	qianlianguanxia
特别授权	tebieshouquan
特别授权立法	tebieshouquanlifa
特别权	tebiequan
